0,0.00289
1,0.00291
2,0.00294
3,0.00297
4,0.003
5,0.00303
6,0.00306
7,0.00308
8,0.00311
9,0.00314
10,0.00317
11,0.00319
12,0.00322
13,0.00325
14,0.00327
15,0.0033
16,0.00333
17,0.00335
18,0.00338
19,0.0034
20,0.00343
21,0.00346
22,0.00348
23,0.00351
24,0.00353
25,0.00355
26,0.00358
27,0.0036
28,0.00363
29,0.00365
30,0.00367
31,0.0037
32,0.00372
33,0.00374
34,0.00376
35,0.00378
36,0.00381
37,0.00383
38,0.00385
39,0.00387
40,0.00389
41,0.00391
42,0.00393
43,0.00395
44,0.00396
45,0.00398
46,0.004
47,0.00402
48,0.00403
49,0.00405
50,0.00407
51,0.00408
52,0.0041
53,0.00411
54,0.00413
55,0.00414
56,0.00415
57,0.00417
58,0.00418
59,0.00419
60,0.0042
61,0.00421
62,0.00422
63,0.00424
64,0.00424
65,0.00425
66,0.00426
67,0.00427
68,0.00428
69,0.00429
70,0.00429
71,0.0043
72,0.00431
73,0.00431
74,0.00432
75,0.00432
76,0.00432
77,0.00433
78,0.00433
79,0.00433
80,0.00433
81,0.00434
82,0.00434
83,0.00434
84,0.00434
85,0.00434
86,0.00433
87,0.00433
88,0.00433
89,0.00433
90,0.00432
91,0.00432
92,0.00432
93,0.00431
94,0.00431
95,0.0043
96,0.00429
97,0.00429
98,0.00428
99,0.00427
100,0.00426
101,0.00425
102,0.00424
103,0.00424
104,0.00422
105,0.00421
106,0.0042
107,0.00419
108,0.00418
109,0.00417
110,0.00415
111,0.00414
112,0.00413
113,0.00411
114,0.0041
115,0.00408
116,0.00407
117,0.00405
118,0.00403
119,0.00402
120,0.004
121,0.00398
122,0.00396
123,0.00395
124,0.00393
125,0.00391
126,0.00389
127,0.00387
128,0.00385
129,0.00383
130,0.00381
131,0.00378
132,0.00376
133,0.00374
134,0.00372
135,0.0037
136,0.00367
137,0.00365
138,0.00363
139,0.0036
140,0.00358
141,0.00355
142,0.00353
143,0.00351
144,0.00348
145,0.00346
146,0.00343
147,0.0034
148,0.00338
149,0.00335
150,0.00333
151,0.0033
152,0.00327
153,0.00325
154,0.00322
155,0.00319
156,0.00317
157,0.00314
158,0.00311
159,0.00308
160,0.00306
161,0.00303
162,0.003
163,0.00297
164,0.00294
165,0.00291
166,0.00289
167,0.00286
168,0.00283
169,0.0028
170,0.00277
171,0.00274
172,0.00272
173,0.00269
174,0.00266
175,0.00263
176,0.0026
177,0.00257
178,0.00254
179,0.00252
180,0.00249
181,0.00246
182,0.00243
183,0.0024
184,0.00237
185,0.00235
186,0.00232
187,0.00229
188,0.00226
189,0.00223
190,0.0022
191,0.00218
192,0.00215
193,0.00212
194,0.00209
195,0.00207
196,0.00204
197,0.00201
198,0.00199
199,0.00196
200,0.00193
